ID,Base_salary,predictions
1354,142000,138416.77
1355,154000,172707.21
1356,95000,153035.75
1357,145000,142976.59
1358,175000,170018.41
1359,5e+05,185459.54
1360,234000,188132.37
1361,70000,70163.57
1362,196000,200772.22
1363,230000,204465.54
1364,190000,154548.26
1365,130000,114301.26
1366,135000,118790.65
1367,125000,117367.08
1368,2e+05,172839.08
1369,250000,215937.25
1370,176000,179342.86
1371,250000,215501.68
1372,71000,91350.31
1373,180000,134137.59
1374,125000,140130.94
1375,115000,128316.14
1376,150000,125295.56
1377,90000,102389.38
1378,160000,151282.22
1379,118000,122154.01
1380,78000,76533.83
1381,150000,178636.79
1382,189000,160618.18
1383,150000,127269.05
1384,178000,173547.32
1385,130000,118944.57
1386,134000,158027.87
1387,1e+05,133095.73
1388,170000,171068.77
1389,205000,167722.86
1390,135000,140130.94
1391,85000,123321.36
1392,180000,192247.07
1393,85000,59497.98
1394,135000,140565.6
1395,125000,141487.27
1396,210000,199028.01
1397,25000,45390.52
1398,160000,161700.02
1399,88000,112492.95
1400,140000,125295.56
1401,120000,131908.32
1402,210000,172250.15
1403,137000,135365.19
1404,131000,119416.94
1405,74000,92763.38
1406,33000,49459.35
1407,28000,89980.79
1408,175000,163373.92
1409,128000,125295.56
1410,152000,127050.88
1411,170000,150987.76
1412,165000,200194.17
1413,171000,186197.72
1414,150000,182437.96
1415,120000,128577.49
1416,120000,135321.61
1417,105000,113438.69
1418,137000,137056.59
1419,210000,152956.36
1420,150000,168169.35
1421,113000,124349.29
1422,183000,196605.57
1423,130000,137056.59
1424,150000,177950.04
1425,230000,183695.14
1426,170000,169494
1427,70000,94635.52
1428,140000,152409.53
1429,140000,148268.13
1430,103000,115376.29
1431,170000,200980.61
1432,52000,64591.45
1433,89000,128160.49
1434,114000,134593.84
1435,115000,129609.43
1436,2e+05,174211.89
1437,124000,135961.56
1438,46000,83658.58
1439,191000,198078.25
1440,205000,168642.47
1441,190000,168733.44
1442,70000,87988.91
1443,155000,152703.36
1444,196000,148364.04
1445,120000,109062.78
1446,2e+05,170444.79
1447,175000,181762.43
1448,134000,159563.49
1449,110000,131268.92
1450,185000,136179.62
1451,124000,101455.81
1452,170000,167488.25
1453,185000,185716.02
1454,49000,121699.89
1455,67000,73763.11
1456,115000,100696.97
1457,36000,83500.48
1458,135000,152703.36
1459,120000,117083.45
1460,32000,41613.51
1461,125000,145256.03
1462,215000,188629.45
1463,175000,199736.84
1464,205000,212658.16
1465,137000,135318.97
1466,180000,175456.53
1467,176000,164087.32
1468,60000,77962.08
1469,165000,161323.32
1470,140000,155473.53
1471,145000,141571.45
1472,142000,151823.71
1473,2e+05,210125.23
1474,240000,189554.79
1475,130000,134138.61
1476,150000,142976.59
1477,117000,99785.34
1478,190000,176613.93
1479,176000,183930.32
1480,160000,171985.69
1481,162000,140815.5
1482,165000,137024.11
1483,126000,149568.2
1484,120000,129965.8
1485,135000,139332.33
1486,158000,177325.06
1487,170000,137586.97
1488,132000,182699.49
1489,120000,121758.9
1490,117000,139043.9
1491,215000,165658.11
1492,106000,117367.08
1493,134000,138928.66
1494,165000,154021.81
1495,170000,190575.18
1496,168000,170915.11
1497,110000,113007.99
1498,515000,342014.23
1499,129000,149457.14
1500,267000,211743.12
1501,156000,154022.21
1502,210000,194593.55
1503,133000,184963.71
1504,150000,137333.01
1505,49000,90600.69
1506,95000,77326.05
1507,135000,128165.07
1508,140000,164694.16
1509,2e+05,182699.49
1510,60000,57308.4
1511,93000,81540.44
1512,1e+05,133472.91
1513,140000,167367.84
1514,132000,130842.54
1515,171000,169584.49
1516,203000,182791.18
1517,85000,116378.11
1518,190000,189777.96
1519,160000,169238.15
1520,240000,193167.37
1521,92000,107665.81
1522,120000,134137.59
1523,130000,124668.48
1524,226000,163936.57
1525,60000,84906.17
1526,63000,102292.59
1527,170000,127453.79
1528,105000,118944.57
1529,160000,176302.1
1530,111000,120400.2
1531,94000,121272.93
1532,160000,189423.28
1533,141000,141400.33
1534,210000,167121.43
1535,105000,115418.93
1536,150000,187009.36
1537,63000,74757.49
1538,175000,160541.27
1539,182000,196694.71
1540,164000,140130.94
1541,144000,159993.28
1542,142000,142976.59
1543,158000,182170.78
1544,210000,185762.18
1545,125000,115001.47
1546,103000,97946.62
1547,210000,173976.65
1548,110000,116865.71
1549,135000,124349.29
1550,220000,211556.59
1551,195000,176978.98
1552,252000,160718.84
1553,175000,189263.67
1554,204000,148904.29
1555,145000,161330.15
1556,80000,123428.25
1557,118000,176323.64
1558,146000,152222.98
1559,2e+05,147035.94
1560,138000,170690.04
1561,110000,113460.53
1562,223000,218821.07
1563,108000,116865.71
1564,180000,174161.87
1565,190000,164733.88
1566,117000,148177.09
1567,123000,140238.74
1568,160000,167576.45
1569,83000,110000.15
1570,193000,169550.99
1571,92000,117367.08
1572,180000,176676.05
1573,126000,163354.13
1574,170000,194544.26
1575,120000,129116.42
1576,177000,162380.04
1577,135000,129846.04
1578,105000,98705.75
1579,127000,151176.81
1580,220000,216459.03
1581,178000,160618.18
1582,158000,149051.6
1583,90000,100192.05
1584,126000,163608.44
1585,94000,124150.03
1586,150000,148904.29
1587,2e+05,196055.55
1588,152000,147822.39
1589,145000,144754.43
1590,173000,142114.11
1591,116000,153170.29
1592,190000,189038.92
1593,145000,133186.51
1594,135000,126402.9
1595,119000,159598.85
1596,195000,208127.75
1597,140000,167121.43
1598,155000,139043.9
1599,2e+05,218328.58
1600,107000,128099.53
1601,115000,128282.87
1602,139000,128589.92
1603,132000,127161.04
1604,166000,162486.11
1605,135000,149639.91
1606,180000,124486.88
1607,123000,114525.12
1608,136000,124210.3
1609,2e+05,145767.48
1610,170000,170079.23
1611,155000,187659
1612,185000,173991.4
1613,175000,177987.39
1614,68000,55403.36
1615,138000,130929.11
1616,180000,187207.51
1617,138000,139330.77
1618,190000,210411.62
1619,132000,147514.41
1620,120000,121848.34
1621,157000,149687.97
1622,160000,128875.44
1623,205000,177535.09
1624,95000,99912.71
1625,152000,130842.54
1626,160000,157656.6
1627,198000,209798.7
1628,132000,146692.13
1629,120000,127702.36
1630,220000,196494.39
1631,210000,215072.33
1632,43000,60769.85
1633,170000,168052.77
1634,174000,152971.36
1635,165000,152880.11
1636,141000,141400.33
1637,210000,179391.64
1638,125000,126197.66
1639,121000,133155.83
1640,215000,175708.55
1641,98000,101455.81
1642,180000,199028.01
1643,120000,116865.71
1644,128000,125820.51
1645,155000,137056.59
1646,180000,191725.32
1647,185000,179174.22
1648,110000,124349.29
1649,29000,51750.3
1650,3e+05,209052.95
1651,190000,204375.25
1652,145000,159832.52
1653,123000,119828.5
1654,50000,102730.39
1655,140000,140565.6
1656,95000,103025.42
1657,130000,111776.44
1658,145000,160934.63
1659,110000,114974.05
1660,255000,206894.68
1661,120000,195091.76
1662,103000,136353.61
1663,182000,168392.03
1664,160000,179199.91
1665,107000,130206.19
1666,275000,177795.5
1667,107000,92680.57
1668,180000,186022.42
1669,65000,78004.99
1670,240000,191246.64
1671,137000,140565.6
1672,197000,195625.07
1673,130000,145409.38
1674,153000,169065.63
1675,198000,152864.55
1676,110000,130744.41
1677,138000,139277.21
1678,151000,150784.42
1679,120000,117367.08
1680,136000,152880.11
1681,160000,139520.48
1682,177000,224010.52
1683,151000,121226.78
1684,144000,128099.53
1685,150000,146716.25
1686,150000,140834.75
1687,137000,111158.31
1688,5e+05,385284.85
1689,130000,126449.78
1690,160000,139381.44
1691,311000,210947.35
1692,137000,137360.4
1693,2e+05,204465.54
1694,160000,152703.36
1695,160000,126331.8
1696,117000,170197.23
1697,161000,135365.19
1698,120000,95061.42
1699,160000,180422.2
1700,166000,179341.51
1701,145000,147582.34
1702,82000,65027.35
1703,1e+05,144607.29
1704,46000,62241.44
1705,150000,141400.33
1706,187000,208564.54
1707,132000,185144.43
1708,1e+05,77685.39
1709,150000,140815.5
1710,23000,43714.64
1711,69000,65791.75
1712,120000,167519.4
1713,127000,125758.97
1714,240000,183857.97
1715,120000,112021.48
1716,137000,140274.06
1717,140000,151827.47
1718,125000,121477.85
1719,109000,126280.01
1720,128000,164694.16
1721,120000,142426.54
1722,142000,140815.5
1723,76000,82746.45
1724,156000,135365.19
1725,137000,186212.89
1726,181000,204512.15
1727,165000,130842.54
1728,212000,193606.33
1729,175000,180638.5
1730,210000,195037.95
1731,150000,195234.06
1732,145000,130842.54
1733,50000,80557.8
1734,60000,77188.49
1735,136000,155722.1
1736,160000,164694.16
1737,126000,124417.1
1738,185000,199736.84
1739,180000,162245.74
1740,188000,163373.92
1741,235000,176797.54
1742,125000,136276.94
1743,144000,128477.08
1744,132000,108603.81
1745,110000,119085
1746,2e+05,189845.11
1747,78000,105198.34
1748,120000,126520.66
1749,155000,103079.99
1750,160000,177657.81
1751,145000,147825.45
1752,115000,130561.11
1753,250000,199520.08
1754,128000,88821.92
1755,149000,152703.36
1756,165000,176746.55
1757,71000,60316.19
1758,144000,121477.85
1759,145000,152507.82
1760,148000,103516.18
1761,158000,154673.28
1762,145000,163790.77
1763,160000,157111.25
1764,149000,139523.07
1765,150000,174211.89
1766,75000,102211.5
1767,175000,204951.95
1768,240000,228320.57
1769,197000,139802.5
1770,76000,66016.48
1771,150000,142197.68
1772,142000,136507.84
1773,140000,165243.66
1774,157000,181395.48
1775,138000,162652.93
1776,145000,134335.02
1777,180000,191151.75
1778,123000,147947.41
1779,83000,88368.76
1780,1e+05,125295.56
1781,112000,112862.6
1782,120000,142426.54
1783,147000,155257.38
1784,27000,45851.36
1785,118000,123059.01
1786,140000,143911.4
1787,76000,106214.21
1788,160000,149432.38
1789,2e+05,208748.97
1790,18000,49897.49
1791,2e+05,193629.59
1792,53000,68084.33
1793,83000,116658.05
1794,70000,75275.54
1795,14000,95384.27
1796,24000,39318.6
1797,160000,170542.53
1798,127000,127050.88
1799,90000,90749.96
1800,125000,106566.71
1801,120000,93493.66
1802,102000,99164.34
1803,133000,139814.71
1804,176000,177255.36
1805,155000,138877.64
1806,178000,179342.86
1807,150000,168830.66
1808,121000,134138.61
1809,2e+05,190631.61
1810,126000,140834.75
1811,155000,149432.38
1812,145000,168834.95
1813,160000,152971.36
1814,185000,192935.49
1815,185000,155764.07
1816,140000,147514.41
1817,2e+05,159836.39
1818,144000,167576.45
1819,150000,175927.88
1820,1e+05,125295.56
1821,110000,124938.2
1822,105000,101537.27
1823,405000,370392.11
1824,171000,211743.12
1825,160000,177611.37
1826,70000,88708.12
1827,105000,143848.63
1828,2e+05,199787.42
1829,2e+05,185494.6
1830,280000,225111.17
1831,60000,80284.64
1832,182000,195421.57
1833,175000,152703.36
1834,255000,160333.25
1835,82000,116865.71
1836,152000,192824.77
1837,160000,162985.81
1838,130000,116865.71
1839,90000,125295.56
1840,113000,150987.76
1841,92000,99759.4
1842,163000,192225.37
1843,155000,157048.92
1844,160000,147214.58
1845,120000,137333.01
1846,220000,189972.25
1847,145000,141377.43
1848,180000,226940.46
1849,420000,188462.6
1850,2e+05,210072.57
1851,165000,170542.53
1852,185000,157903.2
1853,20000,67401.55
1854,155000,153170.29
1855,1e+05,78996.98
1856,125000,134440.8
1857,185000,167722.86
1858,135000,145620.41
1859,38000,45539.67
1860,170000,156940.83
1861,195000,173711.32
1862,1e+05,80052.6
1863,150000,142363.51
1864,86000,141281.32
1865,156000,128692.48
1866,141000,135365.19
1867,146000,135365.19
1868,1e+05,97946.62
1869,130000,147035.94
1870,2e+05,185757.06
1871,130000,138416.77
1872,1e+05,85742.74
1873,2e+05,190120.88
1874,160000,187992.98
1875,95000,99443.89
1876,160000,154022.21
1877,135000,135365.19
1878,2e+05,192935.49
1879,108000,123389.98
1880,185000,184203.76
1881,108000,123612.48
1882,137000,135318.97
1883,157000,140815.5
1884,250000,202786.56
1885,198000,160335.67
1886,160000,142197.68
1887,122000,135365.19
1888,85000,98162.41
1889,150000,152932.9
1890,146000,177987.39
1891,149000,140815.5
1892,1e+05,67377.61
1893,170000,146548.22
1894,172000,151014.95
1895,140000,128753.34
1896,146000,149432.38
1897,156000,147514.41
1898,5000,43714.64
1899,15000,73158.82
1900,118000,117367.08
1901,89000,92488.86
1902,120000,126796
1903,112000,116865.71
1904,178000,176361.17
1905,70000,80557.8
1906,167000,149432.38
1907,120000,163471.42
1908,130000,127665.46
1909,82000,103199.97
1910,1e+05,117367.08
1911,140000,116152.96
1912,140000,148870.64
1913,170000,154100.86
1914,236000,188238.6
1915,28000,55537.89
1916,156000,157341.2
1917,165000,196962.96
1918,230000,180778.96
1919,80000,124349.29
1920,95000,100723.95
1921,193000,148018.8
1922,160000,177657.81
1923,205000,175614.57
1924,165000,165426.36
1925,160000,156940.83
1926,136000,140815.5
1927,220000,184476.68
1928,29000,55824.27
1929,157000,143598.9
1930,210000,204807.05
1931,151000,135365.19
1932,155000,103080
1933,144000,149068.88
1934,46000,61788.93
1935,250000,184307.39
1936,125000,111927.61
1937,5e+05,377783.97
1938,189000,237326.11
1939,2e+05,157111.25
1940,120000,124668.48
1941,295000,193740.78
1942,70000,91582.27
1943,160000,156373.65
1944,112000,106503.49
1945,173000,132508.7
1946,88000,97637.19
1947,13000,46919.53
1948,157000,177868.04
1949,43000,64014.49
1950,115000,140721.19
1951,164000,138928.66
1952,162000,177248.91
1953,145000,150411.2
1954,125000,180236.86
1955,11000,41370.22
1956,232000,178612.92
1957,130000,124041.15
1958,164000,182705.68
1959,180000,141054.43
1960,1e+05,139861.61
1961,180000,152946.8
1962,130000,116865.71
1963,170000,167931.39
1964,60000,57863.65
1965,142000,142426.54
1966,150000,145233.47
1967,145000,173631.02
1968,2e+05,187009.36
1969,225000,208490.76
1970,148000,172678.59
1971,266000,215407.36
1972,135000,129660.47
1973,2e+05,163373.92
1974,146000,169136.93
1975,137000,135318.97
1976,77000,126492.65
1977,165000,156751.57
1978,118000,154021.81
1979,190000,190714.92
1980,265000,165431.68
1981,175000,182895.65
1982,110000,129448.41
1983,160000,179864.43
1984,75000,108590.54
1985,110000,86995.52
1986,154000,173917.51
1987,130000,125295.56
1988,185000,194597.68
1989,123000,126401.97
1990,145000,167516.2
1991,1e+05,128130.32
1992,47000,59525.67
1993,123000,111152.71
1994,160000,142473.86
1995,145000,152290.93
1996,115000,129444.19
1997,109000,117367.08
1998,139000,140815.5
1999,80000,126197.66
2000,136000,156142.19
2001,131000,147514.41
2002,169000,174703.35
2003,2e+05,203744.52
2004,95000,105954.06
2005,165000,206678.06
2006,111000,105527.6
2007,231000,188456.49
2008,142000,155866.22
2009,145000,153532.94
2010,145000,181028.8
2011,2e+05,193967.84
2012,134000,135063.78
2013,2e+05,173827.46
2014,98000,124299.64
2015,130000,131124.44
2016,124000,153744.09
2017,150000,162717.58
2018,150000,132139.8
2019,107000,142340.67
2020,80000,100038.85
2021,130000,140565.6
2022,250000,180784.86
2023,192000,181028.8
2024,215000,174704.23
2025,126000,125295.56
2026,190000,209218.43
2027,129000,84062.31
2028,235000,194994.11
2029,155000,167722.86
2030,180000,179342.86
2031,115000,114440.11
2032,195000,176213.16
2033,120000,116865.71
2034,205000,176189.14
2035,175000,139196.76
2036,118000,117367.08
2037,145000,140815.5
2038,90000,105020.71
2039,230000,205302.51
2040,194000,193788.28
2041,160000,142426.54
2042,185000,179502.87
2043,163000,134972.58
2044,1e+05,123836.54
2045,205000,204465.54
2046,160000,145226.47
2047,91000,93485.53
2048,95000,108916.66
2049,130000,124576.66
2050,120000,118540.68
2051,40000,44524.9
2052,102000,94522.29
2053,150000,184552.06
2054,95000,161603.94
2055,120000,126914.8
2056,199000,186113.26
2057,72000,82746.45
2058,2e+05,123315.14
2059,175000,209811.36
2060,220000,191725.32
2061,155000,138210.12
2062,131000,123389.98
2063,153000,154388.68
2064,120000,116865.71
2065,170000,189423.28
2066,145000,148205.76
2067,150000,172707.41
2068,165000,172075.83
2069,81000,108302.78
2070,155000,130842.54
2071,110000,116865.71
2072,138000,135365.19
2073,325000,205174.83
2074,135000,116477.93
2075,169000,158010.74
2076,235000,205679.58
2077,103000,111672.15
2078,75000,96041.01
2079,83000,96173.32
2080,190000,187485.69
2081,150000,147514.41
2082,106000,103516.18
2083,126000,118651.55
2084,167000,176676.05
2085,171000,185369
2086,87000,80147.94
2087,145000,128692.48
2088,73000,83668.48
2089,92000,77055.5
2090,155000,168064.6
2091,150000,135365.19
2092,150000,157903.2
2093,150000,130686
2094,180000,166320.91
2095,24000,47205.78
2096,122000,116965.4
2097,175000,181402.9
2098,170000,135365.19
2099,155000,170279.61
2100,225000,191962.78
2101,1e+05,97637.19
2102,133000,140130.94
2103,128000,147947.41
2104,137000,149070.31
2105,255000,188277.37
2106,210000,209129.41
2107,87000,125021.75
2108,190000,203328.82
2109,122000,140565.6
2110,143000,140834.75
2111,165000,185807.85
2112,144000,148082.96
2113,86000,94825.14
2114,150000,157111.25
2115,120000,126402.9
2116,193000,154829.96
2117,205000,213603.12
2118,155000,138727.24
2119,175000,188456.49
2120,67000,98343.06
2121,128000,163743.78
2122,147000,149375.66
2123,160000,176189.14
2124,126000,167315.58
2125,210000,198245.77
2126,160000,185755.28
2127,162000,168169.35
2128,90000,111742.78
2129,165000,152972.17
2130,110000,156004.75
2131,185000,165983.91
2132,150000,140834.75
2133,230000,176551.9
2134,110000,102292.59
2135,123000,116865.71
2136,2e+05,200372.34
2137,210000,199769.05
2138,150000,162652.93
2139,140000,182028.86
2140,250000,207379.49
2141,233000,184741.97
2142,95000,109109.41
2143,126000,128099.53
2144,160000,162652.93
2145,165000,165658.3
2146,160000,184882.55
2147,112000,106376.08
2148,160000,161955.59
2149,170000,158212.64
2150,180000,186057.96
2151,180000,192869.59
2152,130000,124681.78
2153,66000,51399.92
2154,130000,157048.92
2155,40000,62184.52
2156,210000,139628.97
2157,32000,100806.42
2158,150000,167121.43
2159,140000,152903.91
2160,123000,125773.24
2161,120000,116599.61
2162,150000,154039.61
2163,170000,140101.34
2164,142000,192935.49
2165,150000,127470.38
2166,143000,142634.52
2167,180000,149164.98
2168,108000,121354.62
2169,84000,88907.41
2170,130000,116865.71
2171,210000,184575.02
2172,1e+05,214240.53
2173,195000,185219.66
2174,121000,178427.38
2175,95000,115759.06
2176,174000,191494.59
2177,180000,202378.95
2178,90000,134502.7
2179,67000,72630.63
2180,93000,127453.79
2181,112000,116865.71
2182,130000,150293.67
2183,155000,163507.33
2184,187000,198059.62
2185,220000,190467.07
2186,80000,194468.88
2187,40000,65883.69
2188,170000,148014.01
2189,125000,117367.08
2190,220000,199281.47
2191,115000,134896.7
2192,165000,151930.59
2193,225000,224318.45
2194,2e+05,194069.29
2195,82000,63578.93
2196,220000,185796.26
2197,162000,184568.62
2198,184000,169606.05
2199,165000,115547.47
2200,125000,144392.41
2201,165000,127468.83
2202,115000,101146.81
2203,160000,177657.81
2204,160000,169136.93
2205,205000,167583.2
2206,180000,194544.26
2207,191000,159078.83
2208,150000,128753.34
2209,170000,148475.75
2210,120000,152131.77
2211,120000,93250.63
2212,170000,147035.94
2213,144000,136507.84
2214,150000,176720.06
2215,165000,155756.25
2216,113000,116305.19
2217,195000,187793.47
2218,99000,92082.41
2219,97000,123389.98
2220,146000,181402.9
2221,205000,195954.29
2222,120000,158514.82
2223,150000,162717.58
2224,177000,194054.43
2225,70000,84713.92
2226,165000,181402.9
2227,93000,91429.12
2228,110000,133039.53
2229,155000,138221.44
2230,210000,139272.81
2231,105000,105514.85
2232,2e+05,163361.97
2233,158000,194691.94
2234,131000,127938.48
2235,110000,156980.59
2236,169000,187125.9
2237,220000,199106.08
2238,105000,143217.76
2239,175000,149756.07
2240,56000,74278.3
2241,184000,171074.7
2242,164000,156686.55
2243,153000,153947.69
2244,105000,100530.47
2245,140000,137130.64
2246,275000,255051.66
2247,160000,172920.56
2248,91000,83638.42
2249,155000,179435.72
2250,190000,178479.78
2251,131000,163392.7
2252,43000,64131.3
2253,93000,83697.46
2254,230000,191995.58
2255,135000,119199.31
2256,48000,139716.62
2257,158000,170018.41
2258,160000,150132.9
2259,154000,211359.34
2260,155000,130842.54
2261,140000,191807.67
2262,115000,137586.97
2263,140000,137009.01
2264,93000,118712.07
2265,82000,96595.46
2266,58000,67720.02
2267,150000,145385.93
2268,69000,95034.48
2269,165000,157628.51
2270,157000,170594.98
2271,116000,154193.85
2272,135000,139381.44
2273,137000,132535.16
2274,170000,137586.97
2275,125000,86195.49
2276,180000,153086.91
2277,145000,197380.37
2278,145000,185963.63
2279,87000,148868.83
2280,128000,146290.41
2281,250000,184264.59
2282,128000,146421.52
2283,96000,125890.66
2284,128000,126845.84
2285,164000,156118.73
2286,143000,191725.32
2287,160000,187847.73
2288,180000,178592.51
2289,350000,182241.58
2290,165000,155324.53
2291,145000,170513.88
2292,140000,145049.83
2293,125000,136379.13
2294,165000,176189.14
2295,2e+05,205646.07
2296,195000,162434.05
2297,123000,130318.55
2298,192000,173711.32
2299,125000,181402.9
2300,169000,175098.95
2301,32000,45252.79
2302,14000,155764.07
2303,180000,172775.85
2304,136000,162643.65
2305,215000,187120.01
2306,114000,108603.81
2307,104000,118924.41
2308,62000,103759.54
2309,105000,110174.79
2310,140000,105275.72
2311,101000,107071.13
2312,168000,138264.21
2313,149000,167386.07
2314,117000,135318.54
2315,153000,130609.85
2316,130000,138221.44
2317,95000,120257.21
2318,67000,74278.3
2319,2e+05,161992.11
2320,58000,63181
2321,110000,102647.45
2322,2e+05,179482.19
2323,117000,130419.33
2324,190000,204785.79
2325,162000,184005.07
2326,134000,111152.71
2327,150000,116166.43
2328,130000,149639.91
2329,155000,163652.43
2330,2e+05,128130.32
2331,135000,135857.23
2332,1e+05,138353.5
2333,123000,125773.24
2334,121000,130842.54
2335,115000,126402.9
2336,94000,98270.85
2337,127000,151105.64
2338,187000,183670.96
2339,2e+05,191725.32
2340,155000,160335.67
2341,103000,92718.06
2342,170000,161603.94
2343,125000,126597.76
2344,120000,135111.56
2345,137000,142563.92
2346,84000,153216.99
2347,82000,145507.15
2348,147000,145199.01
2349,118000,123393.89
2350,152000,184709.5
2351,27000,44758.31
2352,190000,157428.34
2353,135000,148014.01
2354,2e+05,169195.15
2355,182000,191509.04
2356,108000,99912.71
2357,105000,117612.92
2358,1e+05,117367.08
2359,190000,174591.47
2360,135000,138928.66
2361,142000,142976.59
2362,89000,123389.98
2363,87000,92712.09
2364,110000,113727.95
2365,170000,183494.16
2366,113000,114658.89
2367,180000,174211.89
2368,132000,133149.29
2369,160000,153207.74
2370,97000,162652.93
2371,240000,188456.49
2372,62000,62719.95
2373,105000,161852
2374,140000,130859.5
2375,120000,133617.83
2376,110000,102561.18
2377,183000,179479.11
2378,150000,140424.23
2379,131000,124958.29
2380,150000,187009.36
2381,130000,169256.37
2382,122000,124349.29
2383,185000,205026.53
2384,169000,160104.43
2385,75000,84001.67
2386,119000,116865.71
2387,96000,135580.1
2388,105000,124910.11
2389,110000,99575.04
2390,135000,139381.44
2391,160000,140509.72
2392,95000,93545.9
2393,193000,184114.07
2394,155000,153189.94
2395,112000,112932.72
2396,95000,85011.94
2397,212000,153828.29
2398,175000,181292.06
2399,220000,190164.18
2400,160000,141228.94
2401,110000,83748.54
2402,201000,176978.98
2403,88000,96774.44
2404,135000,162434.05
2405,71000,99947.24
2406,190000,179940.41
2407,118000,125950.07
2408,115000,135111.56
2409,206000,151098.48
2410,133000,127665.46
2411,135000,130929.11
2412,88000,96774.44
2413,155000,156326.54
2414,159000,163068.07
2415,95000,89697.72
2416,129000,124958.29
2417,150000,90447.28
2418,164000,164209.68
2419,2e+05,173917.51
2420,176000,160533.35
2421,150000,139355.58
2422,230000,212490.54
2423,50000,80247.54
2424,130000,159226.09
2425,173000,174287.04
2426,139000,114121.82
2427,78000,97134.7
2428,270000,180007.7
2429,160000,140434.53
2430,133000,137679.26
2431,160000,164209.68
2432,191000,144632.34
2433,185000,190119.42
2434,167000,169007.28
2435,75000,116865.71
2436,84000,110758.98
2437,164000,190157.6
2438,135000,134875.75
2439,113000,148160.75
2440,190000,134396.01
2441,180000,163258.79
2442,150000,178790.29
2443,155000,177048.97
2444,137000,150003.82
2445,3e+05,235531.71
2446,160000,172782.45
2447,159000,171953.3
2448,155000,147904.11
2449,220000,218171.7
2450,134000,142426.54
2451,108000,108754.95
2452,146000,147947.41
2453,154000,168438.48
2454,111000,114974.05
2455,78000,94334.88
2456,110000,124668.48
2457,110000,108406.43
2458,122000,104934.92
2459,179000,188848.85
2460,130000,94180.43
2461,78000,147461.3
2462,140000,160225.14
2463,157000,174965.89
2464,1e+05,139381.44
2465,175000,189882.78
2466,140000,147582.34
2467,142000,104013.86
2468,50000,65572.73
2469,91000,146695.92
2470,135000,128577.49
2471,165000,152839.97
2472,114000,117833.6
2473,118000,125295.56
2474,155000,145226.47
2475,64000,69420.64
2476,70000,106989.23
2477,225000,196860.03
2478,80000,122478.01
2479,180000,101117.27
2480,109000,120365.76
2481,2e+05,194565.7
2482,118000,168884.79
2483,120000,117367.08
2484,150000,192735.55
2485,125000,143395.83
2486,73000,162652.93
2487,189000,146756.88
2488,145000,137192.42
2489,156000,153769.99
2490,135000,159539.36
2491,120000,153086.91
2492,80000,100530.47
2493,48000,66187.55
2494,132000,159145.41
2495,160000,168414.92
2496,44000,70363.65
2497,150000,146237.76
2498,110000,102853.6
2499,160000,179693.33
2500,90000,106605.89
2501,157000,135365.19
2502,135000,143487.65
2503,234000,213890.62
2504,220000,204683.39
2505,160000,125664.88
2506,209000,186430.59
2507,30000,86656.44
2508,1e+05,126914.8
2509,125000,162869.11
2510,2e+05,183712.22
2511,160000,156421.91
2512,75000,106133.4
2513,195000,158514.82
2514,154000,145226.47
2515,124000,117361.73
2516,135000,157009.4
2517,32000,49554.27
2518,270000,209129.41
2519,140000,161330.15
2520,60000,64203.34
2521,144000,165551.55
2522,240000,222955.29
2523,120000,128957.55
2524,125000,153086.91
2525,127000,140825.14
2526,68000,89670.05
2527,175000,169025.47
2528,2e+05,192935.49
2529,37000,58853.93
2530,170000,188456.49
2531,150000,170519.58
2532,130000,102338.24
2533,160000,125814.72
2534,149000,154580.48
2535,150000,158741.56
2536,174000,154392.19
2537,164000,209129.41
2538,198000,191571.82
2539,383000,66090.27
2540,88000,94238.2
2541,115000,154085.34
2542,90000,100530.47
2543,190000,133673.28
2544,135000,134137.59
2545,130000,128130.32
2546,36000,58961.39
2547,150000,181402.9
2548,150000,170240
2549,6e+05,365846.79
2550,170000,119846.94
2551,32000,59128.28
2552,20000,39318.6
2553,158000,162805.51
2554,160000,164425.16
2555,146000,179323.56
2556,1e+05,154022.21
2557,159000,182427.8
2558,80000,105107.65
2559,130000,115769.03
2560,235000,212658.16
2561,165000,148870.64
2562,87000,106123.93
2563,186000,192935.49
2564,120000,130609.85
2565,138000,160113.57
2566,133000,147397.26
2567,119000,95006.11
2568,33000,56322.11
2569,310000,211687.04
2570,149000,173275.79
2571,90000,151280.81
2572,125000,117367.08
2573,2e+05,148827.53
2574,73000,89858.94
2575,101000,107182.37
2576,107000,104654.2
2577,118000,128753.34
2578,75000,99164.34
2579,120000,101942.11
2580,115000,111776.44
2581,116000,117101.47
2582,120000,135087.09
2583,110000,167011.09
2584,189000,172678.59
2585,142000,148399.98
2586,150000,166326.77
2587,75000,91429.12
2588,93000,123303.41
2589,54000,72080.21
2590,130000,129448
2591,190000,157111.25
2592,120000,96442.9
2593,92000,126628.82
2594,103000,101763.24
2595,170000,172227.77
2596,40000,56539.93
2597,137000,144026.73
2598,115000,144310.49
2599,148000,132415.3
2600,180000,168700.36
2601,132000,133186.51
2602,126000,133992.11
2603,145000,152820.19
2604,116000,120238.65
2605,74000,124958.29
2606,134000,167240.28
2607,109000,116150.95
2608,82000,128577.49
2609,140000,133149.29
2610,80000,128282.87
2611,145000,181933.56
2612,160000,148399.98
2613,165000,170711.42
